,0
478,0.5853474535721105
479,0.7845667521692131
480,-1.0729509375073132
481,0.4349533680292271
482,-0.8404270319843884
483,0.7805123515208872
484,0.37279274941761237
485,0.5545957798328037
486,-0.8485598306970968
487,-0.7043638942260965
488,-1.02053203272362
489,0.7874727794681868
490,0.5493271220990291
491,-0.0698332598521503
492,-0.37960846243299295
493,0.27924794606259695
494,-0.9469520973649227
495,0.20706962200364953
496,-0.6764092749619928
497,-0.6457669759448296
498,1.3413625573442807
499,1.2593732376027302
500,-2.0568711501664043
501,-0.4216519342574265
502,0.6665544573878244
503,-0.2521559328508382
504,1.0486959972204517
505,1.236517596874776
506,0.7255417399912153
507,0.45963580907330104
508,2.1761652207366136
509,-1.5202805596518951
510,0.5135425774610889
511,-0.5998832722268767
512,0.525511303828598
513,1.0458728330935374
514,0.49193890060549733
515,0.46795293094531704
516,-0.4069702117310986
517,0.9705275128505094
518,0.11643726395828619
519,-0.32550537141538227
520,-0.370404039145073
521,1.3060140436840428
522,0.004135401101890203
523,-0.9449924690356583
524,0.42809703713934516
525,1.4005764726684353
526,-0.24238361349837828
527,-1.4157187692473867
528,0.34341104640769343
529,-0.549723667075009
530,0.648047646921822
531,0.465317132334029
532,0.5865845339110435
533,-1.1175287686474462
534,-0.29354903849366065
535,-0.028422872373821687
536,-1.132252908086444
537,-1.3059164448945475
538,0.009777502020278526
539,-1.8259139624986265
540,-1.3780942836941072
541,-0.5300650326902915
542,0.6284751474591558
543,-0.9938012351624171
544,-0.38257103520255054
545,-0.7958455349241931
546,0.1166049504738137
547,0.7510315962925164
548,-0.5507488630278407
549,0.07921128110229655
550,0.37255870845953437
551,1.6682320821345327
552,-0.12279948216597239
553,-0.6062135335615305
554,-0.6913955516987376
555,0.19151127631814674
556,-1.2170531617380316
557,-1.2209810885702546
558,-0.1695813059663496
559,1.3005429819584338
560,0.5018127419966387
561,-0.08403103243234224
562,-2.211226474693832
563,0.15458597069945684
564,1.0663737319418456
565,-0.9233506499430728
566,-1.348784881552132
567,1.44355327628002
568,0.34057852087307866
569,-0.5699820596475808
570,-0.11931121685037892
571,0.170858192610209
572,0.10584600098509907
573,0.09049579457961653
574,0.8587625866784386
575,-0.7321367889190287
576,-0.3090451738308784
577,0.8140305312830916
578,-0.38790046028823705
579,-0.079902446350173
580,1.4284149502661319
581,0.6947131298817126
582,-0.18128731262066453
583,1.258701208899422
584,1.829135071079624
585,0.8421898746603786
586,-0.64446035726341
587,1.329733219491951
588,-1.151710411182331
589,-0.7122381329955437
590,-1.3325533566412822
591,1.3611641379793171
592,0.3432112701615904
593,-0.07950768258442946
594,2.8921101989490583
595,-0.1395518492892131
596,-0.3407053496724685
597,-1.2047063091441161
598,-0.4958415809861783
599,-0.1253052492416454
600,-0.23904948668804754
601,1.560490482462593
602,0.2414586904414545
603,-1.8293771249374902
604,0.03707403302771226
605,1.45334465909686
606,-0.8704496524890455
607,0.7009825298772379
608,0.06430660116718008
609,-0.820350039814687
610,0.5921837041212139
611,-0.8465975565135547
612,0.6394873298836946
613,-0.4944135722766665
614,-0.20151935604360605
615,1.5496029654086787
616,0.7166414627349192
617,0.525497411378865
618,-0.28952977044451983
619,-1.2456145080960566
620,0.719430737719397
621,1.533059833695447
622,0.07125783917025552
623,0.05606562287914214
624,0.13253823168389878
625,-0.25367186817457726
626,-0.17621601918576002
627,-2.1377553752502627
628,-0.4871403563544717
629,1.6434175343958788
630,-1.0003104893335282
631,0.1873534701055571
632,-1.9597201054335331
633,0.7006805513741924
634,1.9816945298128472
635,0.5012387027975267
636,1.7608934894660782
637,-0.7265520761303047
638,0.6484062974980879
639,-0.5865608907205189
640,0.506930117636356
641,-2.547677295860727
642,0.35198002710812254
643,1.17068674628398
644,1.3310396107470046
645,0.6928441222573118
646,2.1816180900954207
647,0.9628668921902995
648,0.6319565278614419
649,0.7232419872914485
650,-0.03787551438810662
651,2.2134910421284384
652,-0.6180814428811106
653,0.646127524399346
654,-0.8498422123329584
655,-2.2969218572300596
656,-0.1399306259641734
657,0.27471146436205135
658,-0.17670865919272813
659,0.5554770059973038
660,1.2281138757491155
661,-0.8014502504679135
662,-0.34456234647081574
663,-0.13564835219010657
664,-1.554017180282964
665,-0.2147341820239936
666,1.6182819252404883
667,0.43303403852221745
668,1.6719432344227245
669,-0.7213029736059625
670,0.14823599586409478
671,0.8709194882996915
672,2.0148385779873292
673,-0.9544499782174936
674,0.06835104415305146
675,-1.4979720197566664
676,-0.6089982388602607
677,-2.2736491681485207
678,1.1541241969797815
679,-1.7662874930912358
680,-0.16395832366793991
681,0.27748993046628817
682,0.37019276184833133
683,-0.0011910623410118764
684,0.699789812127757
685,-0.33125074357012213
686,-1.0525120705240223
687,-0.52748486493281
688,-0.8567559042951178
689,-1.1639815573774723
690,1.3333084701210813
691,-1.33141293884532
692,-1.4008960188632935
693,1.6411607267462975
694,1.169697743618514
695,1.0348807448402848
696,-1.793505347696184
697,-1.7446031166259721
698,-0.7206966381570302
699,-0.1393874991389198
700,0.7459758327177199
701,-1.3107344146468467
702,-1.0265840072177594
703,-0.250498399901108
704,-1.4258786161746082
705,-1.193838704543505
706,-0.27449339023776687
707,0.5352455039529462
708,-0.38602510430370945
709,-0.42492616471046335
710,0.210106373495362
711,1.6872005772478662
712,-1.4408335687355998
713,1.5998872319233746
714,0.23328324243188894
715,1.0510845280404606
716,-0.06643101087961022
717,0.3910608429471985
718,-0.4853114403848371
719,-0.5470967694220292
720,1.1609607623475882
721,-0.709226502335963
722,-0.45295526547711135
723,-1.5653506737315954
724,-0.7228307825163939
725,-0.05076770915557656
726,0.7113690558662805
727,-1.2836532256875084
728,0.5258894083545206
729,-0.0642267942741437
730,-0.7025099046118659
731,-0.19553695950955458
732,-2.2919206409006962
733,-1.403629109756983
734,0.8396985223214667
735,-0.20707573635731572
736,0.3579120630601946
737,1.5708254496717444
738,0.16318693504660162
739,0.5401568975609612
740,-0.24553044873048832
741,0.7880543860829153
742,0.1322159963327214
743,-0.38233838706575846
744,-0.27297241965660024
745,1.6314318604099953
746,0.14240554967685803
747,0.06429329991120383
748,1.5588162607168334
749,0.6053538537200639
750,-1.5446653680561893
751,-0.654744988337621
752,0.3149573656302916
753,0.3370801993528976
754,1.0019486588327777
755,0.21316226595344842
756,-0.1236894288469024
757,0.21871027301604867
758,-1.0824973252672843
759,1.1689579935434475
760,0.5753004572488611
761,-0.6967393363837078
762,-0.3465132408834308
763,1.4624654870347402
764,1.3527258980151626
765,-0.38444158338964024
766,-0.03636585037022177
767,0.17329600805440015
768,-0.8321530231257576
769,0.6585069965278707
770,0.9621162953802997
771,-0.6750805878872573
772,-0.05398185594636079
773,-0.43073817708939527
774,-0.9780031213711581
775,1.7608690278468415
776,-1.0814607729314767
777,0.014935349781392777
778,-0.7543550338311512
779,0.8018759504402108
780,1.0754743436200613
781,2.7147449800604173
782,-0.8728145059552579
783,-0.21510819003349513
784,1.1907763781578995
785,-0.4740226104392323
786,-0.0783699561882823
787,-0.09978562635963598
788,0.7622302490987933
789,-0.9424348063148907
790,-0.8319902838833971
791,-0.5097954995040717
792,1.732336773397795
793,0.8436117837062729
794,0.17742485399422128
795,-0.054371444348558125
796,-1.9095735557083402
797,-0.49438486871196713
798,-0.47771385412402134
799,0.8330049419295338
800,0.10068138702979444
801,-0.24056387122260983
802,2.3634166920989186
803,0.7759810848444382
804,0.17821783099847396
805,-0.33368187553823997
806,0.8598300972950395
807,-0.4368546523895629
808,0.7947718347282258
809,0.0877308283789415
810,0.3072018303328168
811,-1.0172788892972173
812,-1.1290879374433558
813,-0.929915908410413
814,0.02646246709596808
815,0.22151140935627703
816,-0.029894573646675592
817,-0.933039698199615
818,-0.8426068325197303
819,1.0930287189503245
820,-0.3942706086079982
821,-1.0367968450009355
822,-1.6423735696990773
823,-0.9714063065906434
824,0.12229856035226444
825,-0.9042993032440237
826,-0.40062063310629964
827,-0.2586145140467544
828,1.2953818607348704
829,-0.6297700363765764
830,-1.1336557965617284
831,0.911644927280601
832,0.43037407023869695
833,1.2728981069617664
834,-0.08603266785119107
835,-0.3536079563838316
836,1.78448337349708
837,0.3925039776815825
838,0.942065895994067
839,1.7655193314465165
840,1.2452333629797885
841,-0.2928300517959073
842,-0.5219908494012178
843,0.7055432635730662
844,-0.7799054009542276
845,-0.9936468776060444
846,-0.28852604991582204
847,1.1063338469005073
848,-0.8125755250611275
849,0.17830605694408067
850,0.2531020832390015
851,-1.0828864590459866
852,-0.8483600735588023
853,1.7809192753509495
854,-0.4213216698585125
855,-0.46707560643560914
856,0.2218274923495615
857,0.15721225731286295
858,0.06600459781352143
859,1.1707623630980672
860,0.07026264584048927
861,0.3850049001870457
862,-0.40330479742516406
863,-0.19702913284747775
864,-0.9015850988904613
865,-2.2411653359902552
866,0.09182073287125543
867,-0.8059857290665914
868,1.588584122915297
869,-0.6743053566785469
870,-0.7299806843311488
871,-0.8824547870199514
872,0.0069354901435434435
873,0.5981634832262469
874,0.5016122053942805
875,0.8724300074091411
876,-0.2642071066131898
877,0.8721995804771774
878,1.2697620128685643
879,0.18459437314308405
880,-1.4973586294761771
881,-2.312479745643082
882,-0.3470289229290545
883,0.13206808608917722
884,1.0301513082401286
885,-0.8128970212542811
886,1.5642749134141087
887,-1.154058924712915
888,-0.7633671697162705
889,0.7742171903635063
890,-1.4016755408945818
891,0.3047774721365232
892,1.5995299428915488
893,-1.0621484486852488
894,-0.14800443994219403
895,-0.6781325547780978
896,-0.1258695591140972
897,1.3007110117856953
898,1.3464577365929846
899,-0.8861988144542363
900,-0.693875645862893
901,-1.6020347909924029
902,0.4945467264217359
903,-1.037785789177239
904,1.176744675853497
905,0.4598820069333544
906,-0.3769766548890512
907,-0.10031618830713993
908,1.0999193434993817
909,-0.17997160919565305
910,-0.5331535773490871
911,-0.9479441323227026
912,0.5608610777894402
913,0.8066913987463517
914,0.10427015576081815
915,0.3005530566654449
916,-0.45107010324642527
917,-0.5792907732934621
918,-0.1752599599480649
919,1.1401737503759528
920,-0.3010503593500763
921,1.2863015287896677
922,-2.181732555495374
923,-0.6869135994442088
924,-0.8895636576789976
925,0.5814638413834009
926,-1.0332669454437335
927,-1.7619720275463842
928,0.38740465857628625
929,-0.8421339602799224
930,0.005528351827632659
931,-0.48503640403209125
932,-0.7057016855716335
933,0.2103508245069877
934,0.6193121351177744
935,-0.6025485280188861
936,0.16393508680869187
937,0.3889914467042118
938,0.012525694119124298
939,-1.3653632820741848
940,0.8805686299628177
941,1.417792482073808
942,-0.5638681534609732
943,-0.9740436528601688
944,0.3848527675750014
945,0.5968457298514431
946,0.22737206032355628
947,0.6746877765909504
948,0.45385522324999866
949,-1.6565625513821614
950,1.320844975945219
951,0.11532117452064741
952,0.6376696879511471
953,2.994611439507988
954,0.3428064884901986
955,-0.16225522189233635
956,-1.6378243464549609
957,0.07512711812252378
958,-0.5962456969575991
959,0.7917531931859786
960,-0.034367394694115115
961,-0.6248480311838731
962,-1.1452650775482223
963,0.41564722935476855
964,-1.536195460318946
965,-0.9684266002772044
966,0.017742890760774326
967,0.46242910786174074
968,-1.9176528272003672
969,0.35988563969140863
970,-0.11769346995692041
971,0.1730099953417661
972,0.7539242642506238
973,1.69942496121522
974,-0.1079945612701483
975,-0.7853890708162548
976,-1.8660653643461194
977,-0.44825432717239827
978,-1.3512009244315772
979,-1.0001238877843606
980,0.09673961029499
981,0.9843534687887736
982,-2.507890518811457
983,-0.3412961922665097
984,1.4702245697467358
985,1.3659363022688367
986,-1.827298223774903
987,-1.322410613303607
988,1.4058985397775259
989,0.005253916815390689
990,-0.3607599846512685
991,0.632483200644262
992,-0.5665144754112879
993,1.7666706090056596
994,0.28129458991839235
995,-0.6504500635861731
996,-1.6696226195135657
997,-0.25732415397552877
998,-0.8287546329737574
999,-0.630183512742787
1000,0.8186960402728206
1001,-0.6541322035611914
1002,-0.5725653012881423
1003,-0.41364603666329836
1004,-0.4282431437530569
1005,0.5708498563748848
1006,0.5993401634161446
1007,-0.30866187363180336
1008,1.967717590987209
1009,0.3488608374047402
1010,0.3214288639321786
1011,-0.5085323530401434
1012,-0.8335807706188946
1013,-1.5485245444983233
1014,-0.2701063959260374
1015,0.18952354593173446
1016,0.5874327312924646
1017,1.4797776761797197
1018,0.6943411849055523
1019,0.8200321228694045
1020,0.7109610396480194
1021,-0.2608079884873022
1022,0.6149584656759242
1023,0.7757691182544085
1024,-1.000013981136553
1025,-1.06957178347732
1026,1.029224047913188
1027,0.013265966712421345
1028,-1.503492867301008
1029,0.8991609697147809
1030,0.13923442753763074
1031,0.6744140575563469
1032,0.5224716670182075
1033,0.41476866785193967
1034,1.7413374036535698
1035,-0.1406915198370386
1036,-0.9904179458943951
1037,0.4103125573721226
1038,0.18841171387298708
1039,-0.17319690184216252
1040,2.0971853794194883
1041,0.3093995449507105
1042,-0.8080164342768241
1043,0.3125819498111986
1044,-2.0162887706337616
1045,1.5305866295598494
1046,1.0679069205263156
1047,0.1788589049089403
1048,0.4709904475256436
1049,-1.1000760539049428
1050,-0.7344911370005537
1051,1.8517846448800745
1052,-0.28546530307907203
1053,-1.8608564984832339
1054,2.363436739809749
1055,1.484608219253113
1056,-0.2686539397668504
1057,0.17879507733176406
1058,-1.1319786462460617
1059,0.33899159818716906
1060,-0.4290829944854307
1061,0.24590503235025774
1062,-0.6583339319808824
1063,-0.894647375692882
1064,0.013568550475953664
1065,0.18589828666694022
1066,-1.0118644822414207
1067,-0.7960466708152358
1068,0.3075632706669442
1069,-0.9919938949652357
1070,1.455855759735402
1071,-1.3621314562943418
1072,-0.2839980279079061
1073,-0.9803773688212786
1074,-1.619799275786008
1075,0.6408376681092731
1076,0.1297070391756644
1077,0.11489265229230304
1078,0.5392565914580822
1079,0.46280093740235445
1080,-0.2582152227728908
1081,0.754070360637372
1082,0.3835707515480604
1083,0.6781430095074268
1084,-0.11280264630059772
1085,-0.8946346488954194
1086,2.0340093906621743
1087,1.5757590728197037
1088,-1.0689521323929538
1089,-0.18824450609903737
1090,-0.5017678515363105
1091,1.5386725801072894
1092,0.08149810973807879
1093,-1.1032005913644376
1094,2.3403755141939033
1095,0.1462768001470094
1096,-1.1512038147070742
1097,0.43274896734078855
1098,-0.14425934629630574
1099,1.314690133286847
1100,1.3200767365957606
1101,-0.9496533798478487
1102,0.22059505845154243
1103,0.11657524008471026
1104,-0.406731483339699
1105,0.5903083177310801
1106,-0.24390080042070808
1107,-0.32197189889309746
1108,-0.7730069991727664
1109,-0.30674597688772126
1110,-0.9100603962406605
1111,0.33890553811493196
1112,-1.4622224450237422
1113,-1.2086431513995357
1114,0.49977324482418767
1115,1.0339002147788445
1116,1.2066294842455074
1117,-1.418062022751638
1118,0.8616340651067151
1119,-0.4086126257990715
1120,-0.4850263807378717
1121,-0.36756901891135757
1122,0.49122534448422156
1123,1.5427535086785136
1124,-0.798887137600247
1125,1.7795578451777505
1126,0.09779510555126579
1127,-0.847703029823324
1128,0.9189364479311165
1129,-0.23908614499995604
1130,-0.18942386078703097
1131,-1.142488189304229
1132,0.5806985852561861
1133,-0.777883228989156
1134,-2.100987305363679
1135,0.027572835653063
1136,0.49838662598183125
1137,0.9262470727490661
1138,2.0764738169703296
1139,0.9252502484675619
1140,0.28592513177781187
1141,-0.2681383625094261
1142,1.069736632846941
1143,0.009516878098969221
1144,-1.1258327860820907
1145,0.3454831648517181
1146,-0.9289300118589896
1147,-1.0334848619747874
1148,-1.3665365341847746
1149,0.18502130810844447
1150,0.28978601121491937
1151,0.5157220549693536
1152,-0.9435960145092214
1153,-1.1229059442950036
1154,0.3274794145662842
1155,0.19413048095835303
1156,1.0064689294383122
1157,1.1838915617922203
1158,-0.7462766884666024
1159,-2.069474288640641
1160,0.7877784741040758
1161,0.1038178940058309
1162,1.5706776672730391
1163,0.7055933255426369
1164,2.5737314749233478
1165,-0.1835652553069958
1166,1.1173379794441476
1167,0.2961151794095181
1168,1.7275693689152234
1169,0.1279759829072513
1170,-0.5180305163030717
1171,1.4766335478456978
1172,-0.4245917786915786
1173,0.14577409016457096
1174,1.0945094203620536
1175,-0.21182270090621022
1176,-0.9879651649989903
1177,0.3206000046004324
1178,-0.0818058143959422
1179,-0.8769496341401144
1180,-2.1369917849080737
1181,1.52127284148942
1182,-0.4466534059037737
1183,-2.0249930914749856
1184,0.6249180548635545
1185,-1.1517829794127203
1186,-1.1351264832629684
1187,0.292557052701962
1188,-0.4283374281884463
1189,0.7882959795344139
1190,-0.7617764179323678
1191,1.1172234884281973
1192,0.6233618707034646
1193,-0.9021520625092175
1194,1.1455807908878257
1195,-0.07467208061485203
1196,0.31111193386579034
1197,-0.3406557144897496
1198,-1.3738030451693746
1199,0.45642129041970736
1200,-0.8331842330566737
1201,-0.6778933559278529
1202,0.16514611114568017
1203,0.3862699928021169
1204,-0.3005106638649494
1205,1.0386550355154698
1206,1.0145374360509916
1207,-0.3227932095074585
1208,0.7049753798205713
1209,0.7124361843778183
